season,antecedent_str,consequent_str,support,confidence,lift,leverage,conviction
all,"no2_moderate, o3_moderate","ctrl_27_stabbing_gunshot_low, ems_critical_elevated",0.024657534246575342,0.6428571428571428,7.332589285714285,0.021294802026646648,2.554520547945205
all,"no2_moderate, o3_moderate","ctrl_27_stabbing_gunshot_low, ems_critical_elevated, so2_low",0.024657534246575342,0.6428571428571428,7.332589285714285,0.021294802026646648,2.554520547945205
all,"o3_moderate, pm10_moderate","ctrl_27_stabbing_gunshot_low, ems_critical_elevated, so2_low",0.021917808219178082,0.5714285714285714,6.517857142857142,0.01855507599924939,2.128767123287671
all,"o3_moderate, pm10_moderate","ctrl_27_stabbing_gunshot_low, ems_critical_elevated",0.021917808219178082,0.5714285714285714,6.517857142857142,0.01855507599924939,2.128767123287671
all,"o3_moderate, pm10_moderate","ems_critical_elevated, pm25_moderate",0.024657534246575342,0.6428571428571428,6.341698841698841,0.02076937511728279,2.516164383561643
all,"o3_moderate, pm10_moderate","ems_critical_elevated, pm25_moderate, so2_low",0.024657534246575342,0.6428571428571428,6.341698841698841,0.02076937511728279,2.516164383561643
all,"o3_moderate, pm10_moderate","06_breathing_elevated, pm25_moderate",0.021917808219178082,0.5714285714285714,6.32034632034632,0.018449990617376618,2.1223744292237443
all,"o3_moderate, pm10_moderate","06_breathing_elevated, pm25_moderate, so2_low",0.021917808219178082,0.5714285714285714,6.32034632034632,0.018449990617376618,2.1223744292237443
all,"no2_moderate, o3_moderate","17_falls_normal, ems_critical_elevated, so2_low",0.021917808219178082,0.5714285714285714,5.959183673469388,0.018239819853631076,2.1095890410958904
all,"no2_moderate, o3_moderate","17_falls_normal, ems_critical_elevated",0.021917808219178082,0.5714285714285714,5.959183673469388,0.018239819853631076,2.1095890410958904
all,pm25_unhealthy,"ems_critical_elevated, no2_moderate",0.021917808219178082,0.6153846153846154,5.478424015009382,0.017917057609307563,2.3079452054794523
all,pm25_unhealthy,"ems_critical_elevated, no2_moderate, so2_low",0.021917808219178082,0.6153846153846154,5.478424015009382,0.017917057609307563,2.3079452054794523
all,"o3_moderate, pm10_moderate","19_heart_problems_normal, ems_critical_elevated, so2_low",0.021917808219178082,0.5714285714285714,5.214285714285714,0.017714392944267215,2.0776255707762554
all,"no2_moderate, o3_moderate","19_heart_problems_normal, ems_critical_elevated",0.021917808219178082,0.5714285714285714,5.214285714285714,0.017714392944267215,2.0776255707762554
all,"no2_moderate, o3_moderate","19_heart_problems_normal, ems_critical_elevated, so2_low",0.021917808219178082,0.5714285714285714,5.214285714285714,0.017714392944267215,2.0776255707762554
all,"o3_moderate, pm10_moderate","19_heart_problems_normal, ems_critical_elevated",0.021917808219178082,0.5714285714285714,5.214285714285714,0.017714392944267215,2.0776255707762554
all,"no2_moderate, pm25_unhealthy","ems_critical_elevated, so2_low",0.021917808219178082,0.7272727272727273,3.686868686868687,0.015972978044661287,2.94337899543379
all,"no2_moderate, pm25_unhealthy",ems_critical_elevated,0.021917808219178082,0.7272727272727273,3.686868686868687,0.015972978044661287,2.94337899543379
all,"no2_moderate, o3_moderate",ems_critical_elevated,0.0273972602739726,0.7142857142857142,3.6210317460317456,0.019831112779133044,2.8095890410958897
all,"no2_moderate, o3_moderate","ems_critical_elevated, so2_low",0.0273972602739726,0.7142857142857142,3.6210317460317456,0.019831112779133044,2.8095890410958897
all,"o3_moderate, pm10_moderate",ems_critical_elevated,0.0273972602739726,0.7142857142857142,3.6210317460317456,0.019831112779133044,2.8095890410958897
all,"o3_moderate, pm10_moderate","ems_critical_elevated, so2_low",0.0273972602739726,0.7142857142857142,3.6210317460317456,0.019831112779133044,2.8095890410958897
all,"o3_moderate, pm10_moderate, pm25_moderate",ems_critical_elevated,0.024657534246575342,0.6923076923076923,3.5096153846153846,0.017631825858510038,2.608904109589041
all,"o3_moderate, pm10_moderate, pm25_moderate","ems_critical_elevated, so2_low",0.024657534246575342,0.6923076923076923,3.5096153846153846,0.017631825858510038,2.608904109589041
all,pm25_unhealthy,"ems_critical_elevated, so2_low",0.024657534246575342,0.6923076923076923,3.5096153846153846,0.017631825858510038,2.608904109589041
all,pm25_unhealthy,ems_critical_elevated,0.024657534246575342,0.6923076923076923,3.5096153846153846,0.017631825858510038,2.608904109589041
all,"o3_moderate, pm10_moderate, pm25_moderate","06_breathing_elevated, so2_low",0.021917808219178082,0.6153846153846154,3.076923076923077,0.014794520547945205,2.0800000000000005
all,"o3_moderate, pm10_moderate, pm25_moderate",06_breathing_elevated,0.021917808219178082,0.6153846153846154,3.076923076923077,0.014794520547945205,2.0800000000000005
all,"o3_moderate, pm10_moderate",06_breathing_elevated,0.021917808219178082,0.5714285714285714,2.8571428571428568,0.014246575342465753,1.8666666666666667
all,"o3_moderate, pm10_moderate","06_breathing_elevated, so2_low",0.021917808219178082,0.5714285714285714,2.8571428571428568,0.014246575342465753,1.8666666666666667
all,"no2_moderate, pm10_moderate","ems_critical_elevated, so2_low",0.038356164383561646,0.56,2.838888888888889,0.024845186714205297,1.8244084682440849
all,"no2_moderate, pm10_moderate",ems_critical_elevated,0.038356164383561646,0.56,2.838888888888889,0.024845186714205297,1.8244084682440849
